dataset,method,k,feature_a,feature_b,abs_spearman
madelon,random_forest,50,feat_153,feat_281,0.9902121555839991
madelon,random_forest,50,feat_153,feat_433,0.9903218874104753
madelon,random_forest,50,feat_48,feat_378,0.9901859725361715
madelon,random_forest,50,feat_281,feat_433,0.9900385732187269
madelon,random_forest,50,feat_28,feat_318,0.9912635248429116
olive_oil_3class,f_classif,5,linoleic,stearic,0.8649362657106524
olive_oil_3class,f_classif,8,linoleic,stearic,0.8649362657106524
olive_oil_3class,l1_logistic,8,stearic,linoleic,0.8649362657106524
olive_oil_3class,linear_svm,5,stearic,linoleic,0.8649362657106524
olive_oil_3class,linear_svm,8,stearic,linoleic,0.8649362657106524
olive_oil_3class,mrmr_approx,8,stearic,linoleic,0.8649362657106524
olive_oil_3class,mutual_info,3,stearic,linoleic,0.8649362657106524
olive_oil_3class,mutual_info,5,stearic,linoleic,0.8649362657106524
olive_oil_3class,mutual_info,8,stearic,linoleic,0.8649362657106524
olive_oil_3class,random_forest,5,linoleic,stearic,0.8649362657106524
olive_oil_3class,random_forest,8,linoleic,stearic,0.8649362657106524
olive_oil_3class,variance,3,stearic,linoleic,0.8649362657106524
olive_oil_3class,variance,5,stearic,linoleic,0.8649362657106524
olive_oil_3class,variance,8,stearic,linoleic,0.8649362657106524
olive_oil_9class,f_classif,5,linoleic,stearic,0.8597069662901591
olive_oil_9class,f_classif,8,linoleic,stearic,0.8597069662901591
olive_oil_9class,l1_logistic,8,stearic,linoleic,0.8597069662901591
olive_oil_9class,linear_svm,8,stearic,linoleic,0.8597069662901591
olive_oil_9class,mrmr_approx,5,linoleic,stearic,0.8597069662901591
olive_oil_9class,mrmr_approx,8,linoleic,stearic,0.8597069662901591
olive_oil_9class,mutual_info,3,linoleic,stearic,0.8597069662901591
olive_oil_9class,mutual_info,5,linoleic,stearic,0.8597069662901591
olive_oil_9class,mutual_info,8,linoleic,stearic,0.8597069662901591
olive_oil_9class,random_forest,5,linoleic,stearic,0.8597069662901591
olive_oil_9class,random_forest,8,linoleic,stearic,0.8597069662901591
olive_oil_9class,variance,5,stearic,linoleic,0.8597069662901591
olive_oil_9class,variance,8,stearic,linoleic,0.8597069662901591
