dataset,method,family,seed,k,feature,rank,score,selected,elapsed_seconds,sample_size,status,feature_key,feature_original,source_columns,source,has_previous_evidence
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,symmetry_se,27,1.7793972457851202,True,0.0004572588950395584,397,ok,symmetry,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,fractal_dimension_se,30,0.16731170554591096,True,0.0004572588950395584,397,ok,fractal,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,3,radius_worst,3,550.780789885704,True,0.0004572588950395584,397,ok,radius,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,5,radius_worst,3,550.780789885704,True,0.0004572588950395584,397,ok,radius,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,10,radius_worst,3,550.780789885704,True,0.0004572588950395584,397,ok,radius,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,15,radius_worst,3,550.780789885704,True,0.0004572588950395584,397,ok,radius,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,radius_worst,3,550.780789885704,True,0.0004572588950395584,397,ok,radius,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,radius_worst,3,550.780789885704,True,0.0004572588950395584,397,ok,radius,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,texture_worst,16,125.00237007327199,True,0.0004572588950395584,397,ok,texture,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,texture_worst,16,125.00237007327199,True,0.0004572588950395584,397,ok,texture,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,3,perimeter_worst,2,561.0909577109567,True,0.0004572588950395584,397,ok,perimeter,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,5,perimeter_worst,2,561.0909577109567,True,0.0004572588950395584,397,ok,perimeter,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,10,perimeter_worst,2,561.0909577109567,True,0.0004572588950395584,397,ok,perimeter,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,15,perimeter_worst,2,561.0909577109567,True,0.0004572588950395584,397,ok,perimeter,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,perimeter_worst,2,561.0909577109567,True,0.0004572588950395584,397,ok,perimeter,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,perimeter_worst,2,561.0909577109567,True,0.0004572588950395584,397,ok,perimeter,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,10,area_worst,6,414.03690604190086,True,0.0004572588950395584,397,ok,area,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,15,area_worst,6,414.03690604190086,True,0.0004572588950395584,397,ok,area,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,area_worst,6,414.03690604190086,True,0.0004572588950395584,397,ok,area,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,area_worst,6,414.03690604190086,True,0.0004572588950395584,397,ok,area,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,smoothness_worst,18,79.04202056077906,True,0.0004572588950395584,397,ok,smoothness,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,smoothness_worst,18,79.04202056077906,True,0.0004572588950395584,397,ok,smoothness,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,15,compactness_worst,12,175.10039490884404,True,0.0004572588950395584,397,ok,compactness,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,compactness_worst,12,175.10039490884404,True,0.0004572588950395584,397,ok,compactness,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,compactness_worst,12,175.10039490884404,True,0.0004572588950395584,397,ok,compactness,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,10,concavity_worst,10,247.0397205035794,True,0.0004572588950395584,397,ok,concavity,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,15,concavity_worst,10,247.0397205035794,True,0.0004572588950395584,397,ok,concavity,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,concavity_worst,10,247.0397205035794,True,0.0004572588950395584,397,ok,concavity,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,concavity_worst,10,247.0397205035794,True,0.0004572588950395584,397,ok,concavity,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,3,concave_points_worst,1,602.3109201187426,True,0.0004572588950395584,397,ok,concave,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,5,concave_points_worst,1,602.3109201187426,True,0.0004572588950395584,397,ok,concave,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,10,concave_points_worst,1,602.3109201187426,True,0.0004572588950395584,397,ok,concave,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,15,concave_points_worst,1,602.3109201187426,True,0.0004572588950395584,397,ok,concave,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,concave_points_worst,1,602.3109201187426,True,0.0004572588950395584,397,ok,concave,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,concave_points_worst,1,602.3109201187426,True,0.0004572588950395584,397,ok,concave,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,20,symmetry_worst,19,65.05471179292877,True,0.0004572588950395584,397,ok,symmetry,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,symmetry_worst,19,65.05471179292877,True,0.0004572588950395584,397,ok,symmetry,,,,False
breast_cancer_wisconsin,f_classif,filtros supervisados,42,30,fractal_dimension_worst,23,32.15280465794745,True,0.0004572588950395584,397,ok,fractal,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,10,radius_mean,7,0.3645471017289674,True,0.024609116837382317,397,ok,radius,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,15,radius_mean,7,0.3645471017289674,True,0.024609116837382317,397,ok,radius,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,20,radius_mean,7,0.3645471017289674,True,0.024609116837382317,397,ok,radius,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,30,radius_mean,7,0.3645471017289674,True,0.024609116837382317,397,ok,radius,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,20,texture_mean,17,0.1281017948640597,True,0.024609116837382317,397,ok,texture,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,30,texture_mean,17,0.1281017948640597,True,0.024609116837382317,397,ok,texture,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,10,perimeter_mean,6,0.37820732717088035,True,0.024609116837382317,397,ok,perimeter,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,15,perimeter_mean,6,0.37820732717088035,True,0.024609116837382317,397,ok,perimeter,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,20,perimeter_mean,6,0.37820732717088035,True,0.024609116837382317,397,ok,perimeter,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,30,perimeter_mean,6,0.37820732717088035,True,0.024609116837382317,397,ok,perimeter,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,10,area_mean,8,0.35697281165130845,True,0.024609116837382317,397,ok,area,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,15,area_mean,8,0.35697281165130845,True,0.024609116837382317,397,ok,area,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,20,area_mean,8,0.35697281165130845,True,0.024609116837382317,397,ok,area,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,30,area_mean,8,0.35697281165130845,True,0.024609116837382317,397,ok,area,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,30,smoothness_mean,23,0.06767260858372226,True,0.024609116837382317,397,ok,smoothness,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,15,compactness_mean,15,0.19512653920268086,True,0.024609116837382317,397,ok,compactness,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,20,compactness_mean,15,0.19512653920268086,True,0.024609116837382317,397,ok,compactness,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,30,compactness_mean,15,0.19512653920268086,True,0.024609116837382317,397,ok,compactness,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,10,concavity_mean,9,0.34066418003570087,True,0.024609116837382317,397,ok,concavity,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,15,concavity_mean,9,0.34066418003570087,True,0.024609116837382317,397,ok,concavity,,,,False
breast_cancer_wisconsin,mutual_info,filtros supervisados,42,20,concavity_mean,9,0.34066418003570087,True,0.024609116837382317,397,ok,concavity,,,,False
