dataset,componente,varianza_explicada,varianza_acumulada,n_variables_pca,n_filas_pca
madelon,422,0.0008895626492694169,0.9542652794629163,500,2000
madelon,423,0.0008883064384638826,0.9551535859013802,500,2000
madelon,424,0.0008825800814002622,0.9560361659827805,500,2000
madelon,425,0.0008820203323428167,0.9569181863151234,500,2000
madelon,426,0.0008686210843832951,0.9577868073995067,500,2000
madelon,427,0.0008656971478102042,0.9586525045473169,500,2000
madelon,428,0.0008588781370192754,0.9595113826843361,500,2000
madelon,429,0.0008548948176540537,0.9603662775019902,500,2000
madelon,430,0.0008517524986853293,0.9612180300006755,500,2000
madelon,431,0.0008442195695125839,0.9620622495701882,500,2000
madelon,432,0.0008404318055168265,0.962902681375705,500,2000
madelon,433,0.0008308744990841455,0.9637335558747891,500,2000
madelon,434,0.0008290134212622613,0.9645625692960514,500,2000
madelon,435,0.0008254946981896802,0.9653880639942412,500,2000
madelon,436,0.0008197561608375545,0.9662078201550787,500,2000
madelon,437,0.0008112827562088173,0.9670191029112875,500,2000
madelon,438,0.0008073282727146733,0.9678264311840021,500,2000
madelon,439,0.0007998211484158851,0.9686262523324181,500,2000
madelon,440,0.0007979897705807832,0.9694242421029988,500,2000
madelon,441,0.0007910640981576641,0.9702153062011565,500,2000
madelon,442,0.0007795377118383978,0.9709948439129948,500,2000
madelon,443,0.0007791715559479025,0.9717740154689427,500,2000
madelon,444,0.0007754294000681847,0.9725494448690108,500,2000
madelon,445,0.0007683428985201241,0.973317787767531,500,2000
madelon,446,0.0007640725034626494,0.9740818602709936,500,2000
madelon,447,0.0007598910931369358,0.9748417513641305,500,2000
madelon,448,0.0007594651546208721,0.9756012165187514,500,2000
madelon,449,0.0007564212955510966,0.9763576378143025,500,2000
madelon,450,0.0007510491972022214,0.9771086870115048,500,2000
madelon,451,0.0007474392364226962,0.9778561262479275,500,2000
madelon,452,0.0007434304512727332,0.9785995566992003,500,2000
madelon,453,0.0007357914215196664,0.97933534812072,500,2000
madelon,454,0.0007276849526867067,0.9800630330734067,500,2000
madelon,455,0.0007260805961607771,0.9807891136695674,500,2000
madelon,456,0.000720066723991703,0.9815091803935592,500,2000
madelon,457,0.0007093742265373335,0.9822185546200966,500,2000
madelon,458,0.0007087198129030421,0.9829272744329995,500,2000
madelon,459,0.0007014113941416734,0.9836286858271412,500,2000
madelon,460,0.0006916038988331448,0.9843202897259744,500,2000
madelon,461,0.0006887885939585111,0.9850090783199329,500,2000
madelon,462,0.0006859386538047759,0.9856950169737376,500,2000
madelon,463,0.0006821713875934646,0.986377188361331,500,2000
madelon,464,0.0006781167737991616,0.9870553051351302,500,2000
madelon,465,0.0006657823750576773,0.9877210875101878,500,2000
madelon,466,0.0006602264836506283,0.9883813139938384,500,2000
madelon,467,0.0006525135266575447,0.989033827520496,500,2000
madelon,468,0.0006469279915725141,0.9896807555120685,500,2000
madelon,469,0.0006412179923890931,0.9903219735044576,500,2000
madelon,470,0.0006360464445683366,0.990958019949026,500,2000
madelon,471,0.0006289945947486939,0.9915870145437747,500,2000
madelon,472,0.0006219394857515469,0.9922089540295262,500,2000
madelon,473,0.0006159132787375545,0.9928248673082638,500,2000
madelon,474,0.0006109024720009649,0.9934357697802648,500,2000
madelon,475,0.0006058882681309508,0.9940416580483957,500,2000
madelon,476,0.0005982140144989597,0.9946398720628947,500,2000
madelon,477,0.0005959108503339662,0.9952357829132287,500,2000
madelon,478,0.0005905074928687629,0.9958262904060974,500,2000
madelon,479,0.0005873274402883155,0.9964136178463857,500,2000
madelon,480,0.0005785213205612312,0.996992139166947,500,2000
madelon,481,0.0005677223815981628,0.9975598615485451,500,2000
madelon,482,0.0005606363345135229,0.9981204978830587,500,2000
madelon,483,0.0005545722474735237,0.9986750701305322,500,2000
madelon,484,0.000546019625885565,0.9992210897564178,500,2000
madelon,485,0.0005415295220029646,0.9997626192784207,500,2000
madelon,486,1.8490361907522858e-05,0.9997811096403282,500,2000
madelon,487,1.84481925860618e-05,0.9997995578329142,500,2000
madelon,488,1.805174340974882e-05,0.9998176095763239,500,2000
madelon,489,1.7660950344185308e-05,0.9998352705266681,500,2000
madelon,490,1.7182386704310933e-05,0.9998524529133724,500,2000
madelon,491,1.6527647535576113e-05,0.999868980560908,500,2000
madelon,492,1.629556133703964e-05,0.9998852761222451,500,2000
madelon,493,1.6028769045651678e-05,0.9999013048912907,500,2000
madelon,494,1.5248933292806141e-05,0.9999165538245836,500,2000
madelon,495,1.4616079044300221e-05,0.9999311699036278,500,2000
madelon,496,1.4436677397359672e-05,0.9999456065810252,500,2000
madelon,497,1.4310287768636355e-05,0.9999599168687938,500,2000
madelon,498,1.3698448450571603e-05,0.9999736153172444,500,2000
madelon,499,1.352403142911778e-05,0.9999871393486734,500,2000
madelon,500,1.286065132637688e-05,0.9999999999999998,500,2000
olive_oil,1,0.515946737829703,0.515946737829703,10,572
olive_oil,2,0.1932591301876921,0.7092058680173952,10,572
olive_oil,3,0.10404355780848284,0.813249425825878,10,572
olive_oil,4,0.07980950932959477,0.8930589351554727,10,572
olive_oil,5,0.05126936998605101,0.9443283051415238,10,572
olive_oil,6,0.02514833371645753,0.9694766388579813,10,572
olive_oil,7,0.015637445069742385,0.9851140839277237,10,572
olive_oil,8,0.011929203131580638,0.9970432870593043,10,572
olive_oil,9,0.002759507996436483,0.9998027950557408,10,572
olive_oil,10,0.00019720494425911367,0.9999999999999999,10,572
