dataset,method,k,full_mean_abs_corr,selected_mean_abs_corr,full_max_abs_corr,selected_max_abs_corr,full_high_corr_pairs,selected_high_corr_pairs,n_selected_features
olive_oil_9class,mrmr_approx,3,0.3216133312384922,0.37314439607925415,0.8692085302174264,0.8360342362616283,1,0,3
olive_oil_9class,mrmr_approx,5,0.3216133312384922,0.34628978160444357,0.8692085302174264,0.8692085302174264,1,1,5
olive_oil_9class,mrmr_approx,8,0.3216133312384922,0.321613331238492,0.8692085302174264,0.8692085302174264,1,1,8
olive_oil_9class,mutual_info,3,0.3216133312384922,0.7800981497462304,0.8692085302174264,0.8692085302174264,1,1,3
olive_oil_9class,mutual_info,5,0.3216133312384922,0.593870301734847,0.8692085302174264,0.8692085302174264,1,1,5
olive_oil_9class,mutual_info,8,0.3216133312384922,0.321613331238492,0.8692085302174264,0.8692085302174264,1,1,8
olive_oil_9class,random_forest,3,0.3216133312384922,0.46471712503295154,0.8692085302174264,0.8360342362616283,1,0,3
olive_oil_9class,random_forest,5,0.3216133312384922,0.39099944874423775,0.8692085302174264,0.8692085302174264,1,1,5
olive_oil_9class,random_forest,8,0.3216133312384922,0.32161333123849206,0.8692085302174264,0.8692085302174264,1,1,8
olive_oil_9class,variance,3,0.3216133312384922,0.36010360731375096,0.8692085302174264,0.8692085302174264,1,1,3
olive_oil_9class,variance,5,0.3216133312384922,0.30016189729536863,0.8692085302174264,0.8692085302174264,1,1,5
olive_oil_9class,variance,8,0.3216133312384922,0.32161333123849206,0.8692085302174264,0.8692085302174264,1,1,8
